Type,Title,Year,Score,Budget,Cast_Likes,Gross,movie_likes
Color,The Sweeney ,2012,6.1,3000000,4810,26345,0
Color,The Sum of All Fears ,2002,6.4,68000000,12556,118471320,0
Color,The Straight Story ,1999,8,10000000,1351,6197866,0
Color,The Story of Us ,1999,5.9,50000000,14706,27067160,0
Color,The Sting ,1973,8.3,5500000,2387,159600000,0
Black and White,The Sticky Fingers of Time ,1997,6.3,250000,154,18195,67
Color,The Stepford Wives ,2004,5.2,90000000,13748,59475623,0
Color,The Station Agent ,2003,7.7,500000,24419,5739376,0
Black and White,The Statement ,2003,6.2,23000000,3286,763044,188
Color,The Squid and the Whale ,2005,7.4,1500000,479,7362100,0
Color,The Spy Who Loved Me ,1977,7.1,14000000,1326,46800000,0
Color,The Spy Next Door ,2010,5.4,28000000,3436,24268828,0
Color,The SpongeBob SquarePants Movie ,2004,7,30000000,20097,85416609,0
Color,The SpongeBob Movie: Sponge Out of Water ,2015,6,74000000,5217,162495848,16000
Color,The Spirit ,2008,4.8,60000000,20881,19781879,2000
Color,The Spiderwick Chronicles ,2008,6.6,90000000,1614,71148699,0
Color,The Spectacular Now ,2013,7.1,2500000,10040,6851969,10000
Color,The Specials ,2000,6,1000000,3905,12996,210
Color,The Specialist ,1994,5.4,45000000,13331,57362581,0
Color,The Spanish Prisoner ,1997,7.3,10000000,1722,10200000,578
Color,The Sound of Music ,1965,8,8200000,1495,163214286,15000
Color,The Sorcerer's Apprentice ,2010,6.1,150000000,13388,63143812,11000
Color,The Son of No One ,2011,5.1,15000000,32814,28870,0
Color,The Soloist ,2009,6.7,60000000,23745,31670931,0
Color,The Social Network ,2010,7.7,40000000,10555,96917897,74000
Color,The Smurfs 2 ,2013,5.4,105000000,914,71017784,0
Color,The Smurfs ,2011,5.5,110000000,692,142614158,31000
Color,The Slaughter Rule ,2002,6.1,500000,35294,13134,183
Color,The Skulls ,2000,5.6,15000000,26652,35007180,0
Black and White,The Skeleton Key ,2005,6.5,43000000,1274,47806295,0
Color,The Sixth Sense ,1999,8.1,40000000,17540,293501675,14000
Color,The Sisterhood of the Traveling Pants ,2005,6.6,25000000,6862,39008741,0
Color,The Singles Ward ,2002,6.4,500000,161,1250798,43
Color,The Singing Detective ,2003,5.6,8000000,41645,336456,494
Color,The Simpsons Movie ,2007,7.4,75000000,3086,183132370,0
Color,The Silence of the Lambs ,1991,8.6,19000000,13184,130727000,40000
Color,The Siege ,1998,6.3,70000000,32563,40932372,0
Color,The Shipping News ,2001,6.8,35000000,19805,11405825,0
Color,The Shawshank Redemption ,1994,9.3,25000000,13495,28341469,108000
Color,The Shallows ,2016,6.8,17000000,971,54257433,0
Color,The Shaggy Dog ,2006,4.4,50000000,24664,61112916,747
Color,The Shadow ,1994,6,25000000,2711,32055248,0
Color,The Sessions ,2012,7.2,1000000,1899,5997134,11000
Color,The Sentinel ,2006,6.1,60000000,1352,36279230,690
Color,The Secret of Kells ,2009,7.7,6500000,75,686383,11000
Color,The Secret Life of Walter Mitty ,2013,7.3,90000000,5095,58229120,70000
Color,The Secret Life of Pets ,2016,6.8,75000000,4782,323505540,36000
Color,The Secret Life of Bees ,2008,7.3,11000000,3376,37766350,0
Color,The Secret in Their Eyes ,2009,8.2,2000000,1044,20167424,33000
Color,The Second Mother ,2015,7.9,4000000,76,375723,0
Color,The Second Best Exotic Marigold Hotel ,2015,6.6,10000000,583,33071558,21000
Color,The Sea Inside ,2004,8.1,10000000,529,2086345,0
Color,The Scorpion King ,2002,5.5,60000000,14611,90341670,0
Color,The Score ,2001,6.8,68000000,32871,71069884,0
Color,The Scorch Trials ,2015,6.4,61000000,2517,81687587,24000
Color,The Scarlet Letter ,1995,5.1,50000000,15820,10400000,943
Color,The Santa Clause 2 ,2002,5.5,60000000,5265,139225854,1000
Color,The Santa Clause ,1994,6.4,22000000,2790,144833357,0
Color,The Salton Sea ,2002,7.2,18000000,4094,676698,2000
Color,The Salon ,2005,4.3,1500000,3138,92362,68
Color,The Saint ,1997,6.2,68000000,475,61355436,0
Color,The Running Man ,1987,6.6,27000000,2373,38122105,0
Color,The Rundown ,2003,6.7,85000000,16930,47592825,0
Color,The Runaways ,2010,6.6,10000000,21711,3571735,0
Color,The Rules of Attraction ,2002,6.7,4000000,19928,6525762,0
Color,The Ruins ,2008,5.9,8000000,1749,17427926,0
Color,The Rugrats Movie ,1998,5.9,24000000,3438,100491683,418
Color,The Royal Tenenbaums ,2001,7.6,21000000,14609,52353636,0
Color,The Rose ,1979,6.9,8500000,1097,29200000,1000
Color,The Roommate ,2011,4.8,16000000,5349,37300107,0
Color,The Rookie ,2002,7,20000000,6657,75597042,0
Color,The Rocker ,2008,6.2,15000000,33153,6409206,0
Color,The Rock ,1996,7.4,75000000,15999,134006721,51000
Color,The Robe ,1953,6.8,5000000,1920,36000000,0
Color,The Road to El Dorado ,2000,6.9,95000000,3372,50802661,0
Color,The Road ,2009,7.3,25000000,23566,56692,32000
Color,The River Wild ,1994,6.3,45000000,12161,46815748,0
Color,The Rite ,2011,6,37000000,19904,33037754,23000
Color,The Right Stuff ,1983,7.9,27000000,6341,21500000,0
Color,The Revenant ,2015,8.1,135000000,57108,183635922,190000
Color,The Replacements ,2000,6.5,50000000,24024,44737059,0
Color,The Replacement Killers ,1998,6.1,30000000,3072,18967571,629
Color,The Remains of the Day ,1993,7.9,11500000,12749,22954968,0
Color,The Relic ,1997,5.7,40000000,1976,33927476,956
Color,The Red Violin ,1998,7.7,10000000,29,9473382,0
Color,The Reaping ,2007,5.7,40000000,960,25117498,0
Color,The Real Cancun ,2003,2.7,8000000,972,3713002,131
Color,The Reader ,2008,7.6,32000000,14504,34180954,15000
Color,The Raven ,2012,6.4,26000000,2356,16005978,35000
Color,The Rainmaker ,1997,7.1,40000000,16762,45856732,0
Color,The Railway Man ,2013,7.1,18000000,39463,4435083,18000
Color,The Raid: Redemption ,2011,7.6,1100000,1445,4105123,51000
Black and White,The Rage: Carrie 2 ,1999,4.6,21000000,3162,17757087,897
Color,The R.M. ,2003,6,500000,155,1111615,44
Color,The Quiet American ,2002,7.1,30000000,3431,12987647,983
Color,The Quiet ,2005,6.4,900000,3299,381186,698
Black and White,The Quick and the Dead ,1995,6.4,32000000,29743,18636537,0
Color,The Queen ,2006,7.3,9800000,486,56437947,0
Color,The Pursuit of Happyness ,2006,8,55000000,11036,162586036,32000
Color,The Purge: Election Year ,2016,6.1,10000000,2480,78845130,0
Color,The Purge: Anarchy ,2014,6.5,9000000,6807,71519230,15000
Color,The Purge ,2013,5.7,3000000,3708,64423650,31000
Color,The Punisher ,2004,6.5,33000000,2114,33682273,4000
Color,The Puffy Chair ,2005,6.6,15000,1064,192467,297
Color,The Protector ,2005,7.1,200000000,2205,11905519,0
Color,The Proposition ,2005,7.4,2000000,2129,1900725,0
Color,The Proposal ,2009,6.7,40000000,18656,163947053,10000
Color,The Prophecy ,1995,6.6,8000000,13433,16115878,0
Color,The Promise ,2005,5.6,60000000,949,668171,445
Color,The Producers ,2005,6.4,45000000,24351,19377727,0
Color,The Princess Diaries 2: Royal Engagement ,2004,5.7,40000000,15362,95149435,1000
Color,The Princess Diaries ,2001,6.2,37000000,13645,108244774,0
Color,The Princess Bride ,1987,8.1,16000000,20060,30857814,33000
Color,The Princess and the Frog ,2009,7.1,105000000,2480,104374107,5000
Color,The Princess and the Cobbler ,1993,7.2,28000000,1088,669276,408
Color,The Prince of Tides ,1991,6.6,30000000,1936,74787599,883
Color,The Prince of Egypt ,1998,7,70000000,1195,101217900,0
Color,The Prestige ,2006,8.5,40000000,63986,53082743,49000
Color,The Postman ,1997,6,80000000,4346,17593391,0
Color,The Possession ,2012,5.9,28000000,4696,98244638,34000
Color,The Polar Express ,2004,6.6,165000000,16264,665426,10000
Color,The Pledge ,2001,6.8,45000000,793,19719930,0
Color,The Players Club ,1998,5.6,4500000,2868,23031390,575
Color,The Place Beyond the Pines ,2012,7.3,15000000,34413,21383298,47000
Color,The Pirates! Band of Misfits ,2012,6.7,55000000,6254,31051126,0
Color,The Pirates Who Don't Do Anything: A VeggieTales Movie ,2008,5.7,15000000,568,12701880,175
Color,The Pirate ,1948,7.1,3700000,282,2956000,359
Color,The Pink Panther ,2006,5.6,65000000,1267,82226474,0
Color,The Piano ,1993,7.6,7000000,1051,40158000,0
Black and White,The Pianist ,2002,8.5,35000000,1075,32519322,21000
Black and White,The Phantom of the Opera ,2004,7.4,70000000,20660,51225796,0
Color,The Phantom ,1996,4.9,45000000,3855,17300889,0
Color,The Perks of Being a Wallflower ,2012,8,13000000,13631,17738570,131000
Color,The Perfect Storm ,2000,6.4,140000000,2684,182618434,0
Color,The Perfect Match ,2016,4.5,5000000,3552,9658370,740
Color,The Perfect Man ,2005,5.5,25000000,4789,16247775,767
Color,The Perfect Host ,2010,6.8,500000,1452,48430,0
Black and White,The Perfect Game ,2009,7,12500000,4270,1089445,0
Color,The Perez Family ,1995,6.2,11000000,3072,2832826,174
Color,The Pelican Brief ,1993,6.5,45000000,30063,100768056,0
Color,The Peanuts Movie ,2015,7.2,99000000,309,130174897,33000
Color,The Peacemaker ,1997,5.9,50000000,1289,41256277,0
Color,The Patriot ,2000,7.1,110000000,19454,113330342,4000
Color,The Passion of the Christ ,2004,7.1,30000000,705,499263,13000
Color,The Painted Veil ,2006,7.5,19400000,2608,8047690,0
Color,The Pacifier ,2005,5.5,56000000,16884,113006880,0
Color,The Oxford Murders ,2008,6.1,10000000,940,3607,0
Color,The Outsiders ,1983,7.2,10000000,12097,25600000,10000
Color,The Out-of-Towners ,1999,5.3,40000000,1335,28535768,279
Color,The Others ,2001,7.6,17000000,956,96471845,20000
Color,The Other Woman ,2014,6,40000000,2357,83906114,16000
Color,The Other Side of Heaven ,2001,6.5,7000000,11116,4720371,650
Color,The Other Guys ,2010,6.7,100000000,20233,119219978,16000
Color,The Other End of the Line ,2008,6.2,14000000,1739,115504,0
Color,The Other Dream Team ,2012,8.4,500000,44,133778,0
Color,The Other Boleyn Girl ,2008,6.7,35000000,77823,26814957,0
Color,The Orphanage ,2007,7.5,3400000,954,7159147,11000
Color,The Original Kings of Comedy ,2000,6.6,3000000,1964,38168022,290
Color,The Order ,2003,5.1,38000000,14165,7659747,704
Color,The Open Road ,2009,5.5,10000000,16118,19348,370
Color,The Oogieloves in the Big Balloon Adventure ,2012,6.7,20000000,1978,1064277,831
Color,The One ,2001,5.9,49000000,32831,43905746,0
Color,The Omega Code ,1999,3.5,7500000,2428,12610552,129
Color,The Odd Life of Timothy Green ,2012,6.6,25000000,9069,51853450,11000
Color,The Object of My Affection ,1998,6,15000000,1450,29106737,849
Color,The Nutty Professor ,1996,5.6,54000000,3155,128769345,960
Color,The Nutcracker in 3D ,2010,4.4,90000000,2728,190562,788
Color,The Nutcracker ,1993,5.7,19000000,2,2119994,238
Color,The Nut Job ,2014,5.8,42000000,18795,64238770,0
Color,The Number 23 ,2007,6.4,32000000,10938,35063732,10000
Color,The November Man ,2014,6.3,15000000,3033,24984868,0
Color,The Notebook ,2004,7.9,29000000,34495,64286,57000
Color,The Ninth Gate ,1999,6.7,38000000,42344,18653746,0
Color,The Night Listener ,2006,5.9,4000000,50831,7825820,576
Color,The Next Three Days ,2010,7.4,35000000,11799,21129348,27000
Color,The Next Best Thing ,2000,4.7,25000000,2498,14983572,378
Color,The Newton Boys ,1998,6,27000000,11969,10297897,315
Color,The New World ,2005,6.7,30000000,27829,12712093,0
Color,The New Guy ,2002,5.9,13000000,12687,28972187,1000
Color,The Net ,1995,5.8,22000000,1725,50728000,0
Color,The Neon Demon ,2016,7,7000000,19879,1330827,0
Color,The Negotiator ,1998,7.3,50000000,20152,44484065,3000
Color,The Nativity Story ,2006,6.8,30000000,966,37617947,0
Color,The Names of Love ,2010,7.2,4600000,143,513836,0
Color,The Naked Gun 2½: The Smell of Fear ,1991,6.8,23000000,3847,86930411,0
Color,The Musketeer ,2001,4.7,40000000,2888,27053815,299
Color,The Muse ,1999,5.6,15000000,15209,11614236,251
Color,The Muppets ,2011,7.1,45000000,1336,88625922,26000
Color,The Muppet Christmas Carol ,1992,7.7,12000000,534,27281507,0
Color,The Mummy: Tomb of the Dragon Emperor ,2008,5.2,145000000,9131,102176165,0
Color,The Mummy Returns ,2001,6.3,98000000,15972,202007640,0
Color,The Mothman Prophecies ,2002,6.5,32000000,1651,35228696,0
Color,The Mortal Instruments: City of Bones ,2013,6,60000000,10247,31165421,44000
Color,The Monuments Men ,2014,6.1,70000000,27674,78031620,34000
Color,The Mist ,2007,7.2,18000000,5371,25592632,20000
Color,The Missing Person ,2009,6.2,1500000,2749,17580,195
Color,The Mirror Has Two Faces ,1996,6.5,42000000,13716,41252428,0
Color,The Mighty Macs ,2009,6.5,7000000,2589,1889522,797
Color,The Mighty Ducks ,1992,6.4,10000000,3362,50752337,0
Color,The Midnight Meat Train ,2008,6.1,15000000,18639,73548,0
Color,The Mexican ,2001,6.1,34000000,43917,66808615,2000
Color,The Messenger: The Story of Joan of Arc ,1999,6.4,390000000,144,14131298,0
Color,The Messenger ,2009,7.2,6500000,14462,66637,0
Color,The Merchant of Venice ,2004,7.1,18000000,16252,3752725,0
Color,The Men Who Stare at Goats ,2009,6.2,25000000,32474,32416109,15000
Color,The Medallion ,2003,5.2,41000000,1134,22108977,505
Color,The Mechanic ,2011,6.6,40000000,27834,29113588,16000
Color,The Maze Runner ,2014,6.8,34000000,1783,102413606,38000
Color,The Matrix Revolutions ,2003,6.7,150000000,1062,139259759,0
Color,The Matrix Reloaded ,2003,7.2,150000000,534,281492479,0
Color,The Matrix ,1999,8.7,63000000,18563,171383253,25000
Color,The Matador ,2005,6.8,10000000,4053,12570442,808
Color,The Master of Disguise ,2002,3.3,16000000,3058,40363530,1000
Color,The Master ,2012,7.1,32000000,427,16377274,27000
Color,The Masked Saint ,2016,4.7,3500000,1043,123777,0
Color,The Mask of Zorro ,1998,6.7,65000000,12396,93771072,0
Color,The Mask ,1994,6.9,18000000,2085,119938730,0
Color,The Martian ,2015,8.1,108000000,14831,228430993,153000
Color,The Marine ,2006,4.7,20000000,1045,18843314,0
Color,The Manchurian Candidate ,2004,6.6,80000000,20056,65948711,0
Color,The Man with the Iron Fists ,2012,5.4,15000000,2377,15608545,29000
Color,The Man with the Golden Gun ,1974,6.8,13000000,17611,21000000,2000
Color,The Man Who Knew Too Little ,1997,6.6,20000000,15183,13801755,0
Color,The Man in the Iron Mask ,1998,6.4,35000000,29265,56876365,0
Color,The Man from U.N.C.L.E. ,2015,7.3,75000000,15735,45434443,43000
Color,The Man ,2005,5.5,33000000,1019,8326035,676
Color,The Majestic ,2001,6.9,72000000,4310,27796042,0
Color,The Magic Sword: Quest for Camelot ,1998,6.2,40000000,14275,22717758,0
Color,The Machinist ,2004,7.7,5000000,24994,1082044,21000
Color,The Lunchbox ,2013,7.8,1000000,822,4231500,16000
Color,The Lucky Ones ,2008,7,15000000,2243,183088,702
Color,The Lucky One ,2012,6.5,25000000,1852,60443237,29000
Color,The Lovely Bones ,2009,6.7,130000000,4739,87965684,32000
Color,The Love Guru ,2008,3.8,62000000,6658,32178777,0
Color,The Lost World: Jurassic Park ,1997,6.5,73000000,1635,229074524,0
Black and White,The Lost Skeleton of Cadavra ,2001,7,40000,284,110536,0
Color,The Lost City ,2005,6.7,9600000,1674,2483955,957
Color,The Loss of Sexual Innocence ,1999,5.4,4000000,4343,399793,111
Color,The Losers ,2010,6.4,25000000,12841,23527955,0
Color,The Lords of Salem ,2012,5.1,2500000,5158,1163508,15000
Color,The Lord of the Rings: The Two Towers ,2002,8.7,94000000,23052,340478898,10000
Color,The Lord of the Rings: The Return of the King ,2003,8.9,94000000,6434,377019252,16000
Color,The Lord of the Rings: The Fellowship of the Ring ,2001,8.8,93000000,22342,313837577,21000
Color,The Longshots ,2008,5.1,23000000,2453,11508423,376
Color,The Longest Yard ,2005,6.4,82000000,13693,158115031,0
Color,The Longest Ride ,2015,7.1,34000000,3386,37432299,23000
Color,The Long Kiss Goodnight ,1996,6.7,65000000,1531,33328051,4000
Color,The Lone Ranger ,2013,6.5,215000000,45757,89289910,48000
Color,The Lizzie McGuire Movie ,2003,5.3,17000000,3423,42672630,0
Color,The Living Wake ,2007,6.5,500000,1047,12055,339
Color,The Living Daylights ,1987,6.7,30000000,1233,51185897,0
Color,The Lives of Others ,2006,8.5,2000000,927,11284657,39000
Color,The Little Vampire ,2000,5.7,22000000,2216,13555988,0
Color,The Little Prince ,2015,7.8,81200000,30230,1339152,31000
Color,The Lion King ,1994,8.5,45000000,6458,422783777,17000
Color,The Lincoln Lawyer ,2011,7.3,40000000,13943,57981889,25000
Color,The Limey ,1999,7.1,9000000,1335,3193102,944
Color,The Life of David Gale ,2003,7.5,50000000,32637,19593740,0
Color,The Life Before Her Eyes ,2007,6.4,8000000,2073,303439,1000
Color,The Life Aquatic with Steve Zissou ,2004,7.3,50000000,15757,24006726,0
Color,The Lego Movie ,2014,7.8,60000000,22128,257756197,64000
Color,The Legend of Zorro ,2005,5.9,75000000,2864,45356386,951
Color,The Legend of the Lone Ranger ,1981,5,18000000,927,8000000,346
Color,The Legend of Tarzan ,2016,6.6,360000000,42350,248103518,58000
Color,The Legend of Suriyothai ,2001,6.6,400000000,32,454255,124
Color,The Legend of Hercules ,2014,4.2,70000000,1520,18821279,12000
Color,The Legend of God's Gun ,2007,4.1,30000,72,243768,13
Color,The Legend of Drunken Master ,1994,7.6,2000000,768,11546543,0
Color,The Legend of Bagger Vance ,2000,6.7,60000000,34774,30695227,0
Black and White,The League of Extraordinary Gentlemen ,2003,5.8,78000000,4714,66462600,0
Color,The Lazarus Effect ,2015,5.2,3300000,11771,25799043,0
Color,The Lawnmower Man ,1992,5.4,10000000,1109,32101000,0
Color,The Last Witch Hunter ,2015,6,90000000,16922,27356090,21000
Color,The Last Time I Committed Suicide ,1997,5.8,4000000,20135,12836,161
Color,The Last Temptation of Christ ,1988,7.6,7000000,1934,8373585,0
Color,The Last Station ,2009,7,13000000,1341,6615578,0
Color,The Last Stand ,2013,6.4,45000000,1643,12026670,24000
Color,The Last Song ,2010,5.8,20000000,2341,62933793,10000
Color,The Last Sin Eater ,2007,5.9,2200000,2161,379643,285
Color,The Last Samurai ,2003,7.7,140000000,11945,111110575,0
Color,The Last of the Mohicans ,1992,7.8,40000000,2144,72455275,0
Color,The Last Legion ,2007,5.4,35000000,14625,5932060,0
Color,The Last King of Scotland ,2006,7.7,6000000,1184,17605861,0
Color,The Last House on the Left ,2009,6.6,30000000,7722,65443270,0
Color,The Last Godfather ,2010,3.6,13400000,2895,163591,502
Color,The Last Exorcism Part II ,2013,4,5000000,46868,15152879,0
Color,The Last Exorcism ,2010,5.6,1800000,1958,40990055,0
Color,The Last Emperor ,1987,7.8,23000000,2451,43984230,0
Color,The Last Dragon ,1985,6.9,10000000,3394,33000000,0
Color,The Last Days on Mars ,2013,5.5,7000000,2271,23838,0
Color,The Last Castle ,2001,6.9,60000000,3012,18208078,0
Color,The Last Airbender ,2010,4.2,150000000,2857,131564731,18000
Color,The Land Before Time ,1988,7.3,12500000,1833,48092846,5000
Color,The Lake House ,2006,6.8,40000000,18693,52320979,0
Color,The Ladykillers ,2004,6.2,35000000,41701,39692139,0
Black and White,The Lady from Shanghai ,1947,7.7,2300000,1055,7927,0
