Type,Title,Year,Score,Gross
Color,Brave New Girl ,2004,5,
Color,Brave ,2012,7.2,237282182
Color,Braveheart ,1995,8.4,75600000
Color,Brazil ,1985,8,9929000
Color,Breakdown ,1997,6.9,50129186
Color,Breakfast of Champions ,1999,4.6,175370
Color,Breakin' All the Rules ,2004,5.5,11827301
Color,Breaking Upwards ,2009,6.2,76382
Color,Brick Lane ,2007,6.7,1094998
Color,Brick Mansions ,2014,5.7,20285518
Color,Bride & Prejudice ,2004,6.2,6601079
Color,Bride of Chucky ,1998,5.3,32368960
Color,Bride Wars ,2009,5.4,58715510
Color,Bridesmaids ,2011,6.8,169076745
Color,Bridge of Spies ,2015,7.6,72306065
Color,Bridge to Terabithia ,2007,7.2,82234139
Color,Bridget Jones: The Edge of Reason ,2004,5.9,40203020
Color,Bridget Jones's Diary ,2001,6.7,71500556
Color,Brigham City ,2001,7.2,798341
Color,"Bright Lights, Big City ",1988,5.6,16118077
Color,Bright Star ,2009,7,4440055
Color,Brighton Rock ,2010,5.7,
Color,Bring It On ,2000,5.9,68353550
Color,Bringing Down the House ,2003,5.5,132541238
Color,Bringing Out the Dead ,1999,6.8,16640210
Color,Brokeback Mountain ,2005,7.7,83025853
Color,Brokedown Palace ,1999,6.4,10114315
Color,Broken Arrow ,1996,6,70450000
Color,Broken City ,2013,6.2,19692608
Color,Broken Horses ,2015,5.7,
Color,Broken Vessels ,1998,6.6,13493
Color,Bronson ,2008,7.1,104792
Color,Brooklyn Rules ,2007,6.4,398420
Color,Brooklyn ,2015,7.5,38317535
Color,Brooklyn's Finest ,2009,6.7,27154426
Color,Brother ,2000,7.2,447750
Color,Brotherly Love ,2015,7.2,444044
Color,Brothers ,2009,7.1,57003302
Color,Brown Sugar ,2002,6.5,27362712
Color,Bruce Almighty ,2003,6.7,242589580
Color,Brüno ,2009,5.8,59992760
Color,Bubba Ho-Tep ,2002,7.2,
Color,Bubble Boy ,2001,5.6,5002310
Color,Bucky Larson: Born to Be a Star ,2011,3.3,2331318
Color,"Buen Día, Ramón ",2013,7.7,100412
Color,Buffalo '66 ,1998,7.5,2365931
Color,Buffalo Soldiers ,2001,6.9,353743
Color,Bullet to the Head ,2012,5.7,9483821
Color,Bulletproof Monk ,2003,5.5,23020488
Color,Bullets Over Broadway ,1994,7.5,13383737
Color,Bully ,2001,7,510092
Color,Bulworth ,1998,6.8,26525834
Color,Buried ,2010,7,1028658
Color,Burlesque ,2010,6.4,39440655
Color,Burn After Reading ,2008,7,60338891
Color,Burn ,2012,7.5,111300
Color,Burnt ,2015,6.6,13650738
Color,But I'm a Cheerleader ,1999,6.6,2199853
Color,Butch Cassidy and the Sundance Kid ,1969,8.1,102308900
Color,Butterfly Girl ,2014,8.7,
Color,Butterfly ,1982,4.5,
Color,By the Sea ,2015,5.3,531009
Color,C.H.U.D. ,1984,5.5,
Color,Ca$h ,2010,6,46451
Color,Cabin Fever ,2016,3.7,
Color,Caddyshack ,1980,7.4,39800000
Color,Cadillac Records ,2008,7,8134217
Color,Call + Response ,2008,7.5,215185
Color,Camping sauvage ,2005,5.4,
Color,Can't Hardly Wait ,1998,6.5,25339117
Color,Can't Stop the Music ,1980,4.5,2000000
Color,Cape Fear ,1991,7.3,79100000
Color,Capitalism: A Love Story ,2009,7.4,14359793
Color,Capote ,2005,7.4,28747570
Color,Capricorn One ,1977,6.8,
Color,Captain Alatriste: The Spanish Musketeer ,2006,6.1,
Color,Captain America: Civil War ,2016,8.2,407197282
Color,Captain America: The First Avenger ,2011,6.9,176636816
Color,Captain America: The Winter Soldier ,2014,7.8,259746958
Color,Captain Corelli's Mandolin ,2001,5.9,25528495
Color,Captain Phillips ,2013,7.9,107100855
Color,Captive ,2015,5.3,2557668
Color,Caramel ,2007,7.2,1060591
Color,Caravans ,1978,6.5,1000000
Color,Cargo ,2009,6.2,
Color,Carnage ,2011,7.2,
Color,Carrie ,2013,5.9,70533238
Color,Carriers ,2009,6,90820
Color,Cars 2 ,2011,6.3,191450875
Color,Cars ,2006,7.2,244052771
Color,Casa de mi Padre ,2012,5.5,5895238
Color,Casablanca ,1942,8.6,
Color,Case 39 ,2009,6.2,13248477
Color,Casino Jack ,2010,6.2,1039869
Black and White,Casino Royale ,2006,8,334014368
Color,Casino ,1995,8.2,42438300
Color,Casper ,1995,6,100328194
Color,Cast Away ,2000,7.7,233630478
Color,Cat on a Hot Tin Roof ,1958,8.1,
Color,Cat People ,1982,6.1,
Color,Catch a Fire ,2006,6.7,4291965
Color,Catch Me If You Can ,2002,8,164435221
Color,Catch That Kid ,2004,5.2,16702864
Color,Catch-22 ,1970,7.2,
Color,Cats & Dogs ,2001,5.2,93375151
Color,Cats & Dogs: The Revenge of Kitty Galore ,2010,4.3,43575716
Color,Cats Don't Dance ,1997,6.9,3562749
Color,Catwoman ,2004,3.3,40198710
Color,Cavite ,2005,6.3,70071
Color,Cecil B. DeMented ,2000,6.2,1276984
Color,Cedar Rapids ,2011,6.3,6857503
Black and White,Celebrity ,1998,6.3,5032496
Color,Celeste & Jesse Forever ,2012,6.7,3094687
Color,Cellular ,2004,6.5,32003620
Color,Censored Voices ,2015,7.2,34151
Color,Center Stage ,2000,6.7,17174870
Color,Central Intelligence ,2016,6.6,126088877
Color,Central Station ,1998,8,5595428
Color,Centurion ,2010,6.4,122288
Color,Certifiably Jonathan ,2007,6.2,7826
Color,Chain Letter ,2009,4.1,143000
Color,Chain of Command ,2015,3.5,
Color,Chain Reaction ,1996,5.6,20550712
Color,Chairman of the Board ,1998,2.3,306715
Color,Changeling ,2008,7.8,35707327
Color,Changing Lanes ,2002,6.5,66790248
Color,Chappie ,2015,6.9,31569268
Color,Character ,1997,7.8,713413
Color,Chariots of Fire ,1981,7.2,58800000
Color,Charlie and the Chocolate Factory ,2005,6.7,206456431
Color,Charlie Bartlett ,2007,7,3950294
Color,Charlie St. Cloud ,2010,6.5,31136950
Color,Charlie Wilson's War ,2007,7.1,66636385
Color,Charlie's Angels ,2000,5.5,125305545
Color,Charlie's Angels: Full Throttle ,2003,4.8,100685880
Color,Charlotte's Web ,2006,6.4,82506325
Color,Charly ,1968,7.1,
Color,Chasing Amy ,1997,7.3,12006514
Color,Chasing Liberty ,2004,6.1,24379028
Color,Chasing Mavericks ,2012,7.2,6002756
Color,Chasing Papi ,2003,4.8,6126237
Color,Cheap Thrills ,2013,6.8,59379
Color,Cheaper by the Dozen 2 ,2005,5.4,82569532
Color,Cheaper by the Dozen ,2003,5.8,138614544
Color,Checkmate ,2015,3.1,
Color,Chéri ,2009,6.2,2708188
Color,Chernobyl Diaries ,2012,5,18112929
Color,Chiamatemi Francesco - Il Papa della gente ,2015,5.7,
Color,Chicago Overcoat ,2009,6.2,
Black and White,Chicago ,2002,7.2,170684505
Color,Chicken Little ,2005,5.8,135381507
Color,Chicken Run ,2000,7,106793915
Color,Chicken Tikka Masala ,2005,5.8,
Color,Child 44 ,2015,6.4,1206135
Color,Childless ,2008,6.1,
Color,Children of Heaven ,1997,8.5,925402
Color,Children of Men ,2006,7.9,35286428
Color,Child's Play 2 ,1990,5.7,28501605
Color,Child's Play ,1988,6.5,33244684
Color,Chill Factor ,1999,5.2,11227940
Color,Chloe ,2009,6.3,3074838
Color,Chocolat ,2000,7.3,71309760
Color,Chocolate: Deep Dark Secrets ,2005,4.8,49000
Color,Choke ,2008,6.5,2926565
Color,Christmas Eve ,2015,5.1,
Color,Christmas Mail ,2010,5.8,
Color,Christmas with the Kranks ,2004,5.2,73701902
Color,Chronicle ,2012,7.1,64572496
Color,Chuck & Buck ,2000,6.6,1050600
Color,"Cinco de Mayo, La Batalla ",2013,6.2,169379
Color,Cinderella Man ,2005,8,61644321
Color,Cinderella ,2015,7,402296318
Color,Circle ,2015,6,
Color,Circumstance ,2011,5.9,439958
Color,Cirque du Freak: The Vampire's Assistant ,2009,5.9,13838130
Color,Cirque du Soleil: Worlds Away ,2012,6.8,12495865
Color,City by the Sea ,2002,6.2,22433915
Color,City Hall ,1996,6.2,20300000
Color,City Island ,2009,7.4,6670712
Color,City of Angels ,1998,6.7,78745923
Color,City of Ember ,2008,6.5,7871693
Color,City of Ghosts ,2002,6,325491
Color,City of God ,2002,8.7,7563397
Black and White,City of Life and Death ,2009,7.7,119922
Color,Civil Brand ,2002,5.3,243347
Color,CJ7 ,2008,6.5,206678
Color,Clash of the Titans ,2010,5.8,326384228
Color,Class of 1984 ,1982,6.6,
Color,Clay Pigeons ,1998,6.6,1789892
Color,Clean ,2004,6.9,136007
Color,Clear and Present Danger ,1994,6.9,122012710
Color,Cleopatra ,1963,7,57750000
Black and White,Clerks II ,2006,7.4,24138847
Black and White,Clerks ,1994,7.8,3151130
Color,Click ,2006,6.4,137340146
Color,Cliffhanger ,1993,6.4,84049211
Color,Clockstoppers ,2002,5.2,36985501
Color,Clockwatchers ,1997,6.4,444354
Color,Close Encounters of the Third Kind ,1977,7.7,128300000
Color,Close Range ,2015,4.9,
Color,Closer to the Moon ,2014,7.1,
Color,Closer ,2004,7.3,33987757
Color,Closure ,2007,5.6,
Color,Cloud Atlas ,2012,7.5,27098580
Color,Cloudy with a Chance of Meatballs 2 ,2013,6.5,119793567
Color,Cloudy with a Chance of Meatballs ,2009,7,124870275
Color,Cloverfield ,2008,7,80034302
Color,Club Dread ,2004,5.6,4992159
Color,Clueless ,1995,6.8,56631572
Color,Coach Carter ,2005,7.2,67253092
Color,Coal Miner's Daughter ,1980,7.5,79900000
Color,Coco Before Chanel ,2009,6.7,6109075
Color,Code 46 ,2003,6.3,197148
Color,Code Name: The Cleaner ,2007,4.5,8104069
Color,Code of Honor ,2016,4.2,
Color,Coffee Town ,2013,6.6,
Color,Cold Mountain ,2003,7.2,95632614
Color,Collateral Damage ,2002,5.5,40048332
Color,Collateral ,2004,7.6,100003492
Color,College ,2008,4.6,4693919
Color,Colombiana ,2011,6.4,36665854
Color,Come Early Morning ,2006,6.2,117560
Color,Coming Home ,2014,7.3,377420
Color,Commando ,1985,6.7,
Color,Compadres ,2016,5,3105269
Color,Compliance ,2012,6.4,318622
Color,Con Air ,1997,6.8,101087161
Color,Conan the Barbarian ,1982,6.9,75134880
Color,Conan the Destroyer ,1984,5.8,26400000
Color,Concussion ,2015,7.1,34531832
Color,Confessions of a Dangerous Mind ,2002,7.1,
Color,Confessions of a Teenage Drama Queen ,2004,4.6,29302097
Color,Confidence ,2003,6.7,12212417
Color,Congo ,1995,5,81022333
Color,Connie and Carla ,2004,6.3,8054280
Color,Conquest of the Planet of the Apes ,1972,6.1,
Color,Conspiracy Theory ,1997,6.7,76081498
Color,Contact ,1997,7.4,100853835
Color,Contagion ,2011,6.6,75638743
Color,Containment ,2015,4.8,
Color,Contraband ,2012,6.5,66489425
Black and White,Control ,2007,7.7,871577
Color,Conversations with Other Women ,2005,7.1,379122
Black and White,Cool Runnings ,1993,6.9,68856263
Color,Cop Land ,1997,6.9,44886089
Color,Cop Out ,2010,5.6,44867349
Color,Copycat ,1995,6.6,32051917
Color,Copying Beethoven ,2006,6.8,352786
Black and White,Coraline ,2009,7.7,75280058
Color,Coriolanus ,2011,6.2,756452
Color,Corky Romano ,2001,4.6,23978402
Color,Corpse Bride ,2005,7.4,53337608
Color,Cotton Comes to Harlem ,1970,6.6,
Color,Counting ,2015,6,
Color,Country Strong ,2010,6.3,20218921
Color,Couples Retreat ,2009,5.5,109176215
Color,Courage Under Fire ,1996,6.6,58918501
Color,Courage ,2015,7,2246000
Color,Courageous ,2011,7,34522221
Color,Coyote Ugly ,2000,5.6,60786269
Color,Cradle 2 the Grave ,2003,5.8,34604054
Color,Cradle Will Rock ,1999,6.9,2899970
Color,Crank ,2006,7,27829874
Color,Crank: High Voltage ,2009,6.2,13630226
Color,Crash ,2004,7.9,109114696
Color,Crazy Heart ,2009,7.3,39462438
Color,Crazy in Alabama ,1999,6.3,1954202
Color,Crazy Stone ,2006,7.7,
Color,"Crazy, Stupid, Love. ",2011,7.4,84244877
Color,Crazy/Beautiful ,2001,6.5,16929123
Color,Creative Control ,2015,5.5,62480
Color,Creed ,2015,7.7,109712885
Color,Creepshow 2 ,1987,6,14000000
Color,Creepshow ,1982,6.9,
Color,Cries & Whispers ,1972,8.2,
Color,Criminal Activities ,2015,5.8,
Color,Criminal ,2016,6.3,14268533
Color,Crimson Tide ,1995,7.3,91400000
Color,Critical Care ,1997,6,141853
Color,Crocodile Dundee II ,1988,5.5,109306210
Color,Crocodile Dundee in Los Angeles ,2001,4.8,25590119
Color,Crocodile Dundee ,1986,6.5,174635000
Color,Crooklyn ,1994,6.9,13640000
Color,Crop Circles: Quest for Truth ,2002,7,
Color,Crossover ,2006,2.1,7009668
Color,Crossroads ,2002,3.3,74377334
Color,"Crouching Tiger, Hidden Dragon ",2000,7.9,128067808
Color,Crowsnest ,2012,3.8,
Color,Cruel Intentions ,1999,6.9,38201895
Color,Cry Freedom ,1987,7.5,5899797
Color,Cry_Wolf ,2005,5.9,10042266
Color,Crying with Laughter ,2009,6.9,
Color,Cube ,1997,7.3,489220
Color,Curious George ,2006,6.6,58336565
Color,Curse of the Golden Flower ,2006,7,6565495
Color,Cursed ,2005,5,19294901
Color,Cutthroat Island ,1995,5.6,11000000
Color,Cypher ,2002,6.8,
Color,Cyrus ,2010,6.3,7455447
Color,D.E.B.S. ,2004,5.3,96793
Color,Da Sweet Blood of Jesus ,2014,4.1,
Color,Daddy Day Camp ,2007,2.9,13235267
Color,Daddy Day Care ,2003,5.5,104148781
Color,Daddy's Home ,2015,6.1,150315155
Color,Dallas Buyers Club ,2013,8,27296514
Color,Damnation Alley ,1977,5.2,
Color,Damsels in Distress ,2011,5.7,1007535
Color,Dance Flick ,2009,3.5,25615792
Color,Dancer in the Dark ,2000,8,4157491
Color,"Dancer, Texas Pop. 81 ",1998,6.8,565592
Color,Dances with Wolves ,1990,8,184208848
Color,Dancin' It's On ,2015,2.8,
Color,Dangerous Liaisons ,1988,7.7,69400000
Color,Danny Collins ,2015,7.1,5348317
Color,Dante's Peak ,1997,5.8,67155742
Color,Dark Blue ,2002,6.6,9059588
Color,Dark City ,1998,7.7,14337579
Color,Dark Shadows ,2012,6.2,79711678
Color,Dark Water ,2005,5.6,25472967
Color,Darkness Falls ,2003,4.9,32131483
Color,Darkness ,2002,5.4,22160085
Color,Darling Companion ,2012,5.1,793352
Color,Darling Lili ,1970,6.2,5000000
Color,Das Boot ,1981,8.4,11433134
Color,Date Movie ,2006,2.7,48546578
Color,Date Night ,2010,6.3,98711404
Color,Dave Chappelle's Block Party ,2005,7.2,11694528
Color,Dawn of the Crescent Moon ,2014,5,
Color,Dawn of the Dead ,2004,7.4,117771270
Color,Dawn of the Planet of the Apes ,2014,7.6,208543795
Color,Dawn Patrol ,2014,4.8,
Color,Day of the Dead ,1985,7.2,
Color,Day One ,2012,6.6,
Color,Daybreakers ,2009,6.5,29975979
Color,Daylight ,1996,5.8,32885565
Color,Days of Heaven ,1978,8,
Color,Days of Thunder ,1990,5.9,82670733
Color,Dazed and Confused ,1993,7.7,7993039
Color,Dead Like Me: Life After Death ,2009,6.1,
Color,Dead Man Down ,2013,6.5,10880926
Color,Dead Man on Campus ,1998,6,15062898
Color,Dead Man Walking ,1995,7.6,39025000
Black and White,Dead Man's Shoes ,2004,7.7,6013
Color,Dead Poets Society ,1989,8,95860116
Color,Dead Snow ,2009,6.4,41709
Color,Deadfall ,2012,6.3,65804
Black and White,Deadline - U.S.A. ,1952,7.2,
Color,Deadpool ,2016,8.1,363024263
Color,Dear Frankie ,2004,7.8,1340891
Color,Dear Wendy ,2004,6.6,23106
Color,Death at a Funeral ,2007,7.4,17159368
Color,Death Becomes Her ,1992,6.4,58422650
Color,Death Calls ,2010,4.3,
Color,Death Race 2000 ,1975,6.2,
Color,Death Race ,2008,6.4,36064910
Color,Death Sentence ,2007,6.8,9525276
Color,Death to Smoochy ,2002,6.4,8355815
Color,Deceptive Practice: The Mysteries and Mentors of Ricky Jay ,2012,7.1,151389
Color,Deck the Halls ,2006,4.9,35092918
Color,Deconstructing Harry ,1997,7.4,10569071
Color,Decoys ,2004,4.6,
Color,Deep Blue Sea ,1999,5.8,73648142
Color,Deep Impact ,1998,6.1,140459099
Color,Deep Rising ,1998,6,11146409
Color,Def-Con 4 ,1985,4.3,
Color,Defendor ,2009,6.8,37606
Color,"Definitely, Maybe ",2008,7.2,31973840
Color,Déjà Vu ,1997,7,821997
Color,Delgo ,2008,4.4,511920
Color,Deliver Us from Evil ,2014,6.2,30523568
Color,Delivery Man ,2013,6.4,30659817
Black and White,De-Lovely ,2004,6.6,13337299
Color,Demonic ,2015,5.3,
Color,Departure ,2015,7,
Color,Derailed ,2005,6.6,36020063
Color,Desert Blue ,1998,6.2,99147
Color,Desert Dancer ,2014,6,143653
Color,Desperado ,1995,7.2,25625110
Color,Despicable Me 2 ,2013,7.5,368049635
Color,Despicable Me ,2010,7.7,251501645
Color,Destiny ,2014,8.1,
Color,Detention of the Dead ,2012,4.6,1332
Color,Detention ,2011,5.8,
Color,Deterrence ,1999,6.5,144583
Color,Detroit Rock City ,1999,6.8,4193025
Color,Deuce Bigalow: European Gigolo ,2005,4.6,22264487
Color,Deuce Bigalow: Male Gigolo ,1999,5.7,65535067
Color,Deuces Wild ,2002,5.6,6044618
Color,Devil ,2010,6.3,33583175
Color,Devil's Due ,2014,4,15818967
Color,Diamond Ruff ,2015,4.3,
Color,Diamonds Are Forever ,1971,6.7,43800000
Color,Diary of a Mad Black Woman ,2005,5.6,50382128
Color,Diary of a Wimpy Kid ,2010,6.2,64001297
Color,Diary of a Wimpy Kid: Dog Days ,2012,6.4,49002815
Color,Diary of a Wimpy Kid: Rodrick Rules ,2011,6.6,52691009
Color,Diary of the Dead ,2007,5.7,952620
Color,Dick Tracy ,1990,6.1,103738726
Color,Dick ,1999,6.1,6241697
Color,Dickie Roberts: Former Child Star ,2003,5.6,22734486
Color,Did You Hear About the Morgans? ,2009,4.7,29580087
Black and White,Die Another Day ,2002,6.1,160201106
Color,Die Hard 2 ,1990,7.1,117541000
Color,Die Hard with a Vengeance ,1995,7.6,100012500
Color,Die Hard ,1988,8.2,81350242
Color,Digimon: The Movie ,2000,5.9,9628751
Color,Dil Jo Bhi Kahey... ,2005,5.1,129319
Color,Diner ,1982,7.2,14100000
Color,Dinner for Schmucks ,2010,5.9,72980108
Color,Dinner Rush ,2000,7.3,110000
Color,Dinosaur ,2000,6.5,137748063
Color,Dirty Grandpa ,2016,6,35537564
Color,Dirty Pretty Things ,2002,7.4,8111360
Color,Dirty Work ,1998,6.4,9975684
Color,Disaster Movie ,2008,1.9,14174654
Color,Disclosure ,1994,6,83000000
Color,District 9 ,2009,8,115646235
Color,District B13 ,2004,7.2,1197786
Color,Disturbia ,2007,6.9,160100342
Color,Disturbing Behavior ,1998,5.5,17411331
Color,Divergent ,2014,6.7,150832203
Color,Divine Secrets of the Ya-Ya Sisterhood ,2002,6,69586544
Color,Django Unchained ,2012,8.5,162804648
Color,Do the Right Thing ,1989,7.9,27545445
Color,Do You Believe? ,2015,5.9,12985267
Color,DOA: Dead or Alive ,2006,4.8,480314
Color,Doc Holliday's Revenge ,2014,3.8,
Color,Doctor Dolittle ,1998,5.3,144156464
Color,Doctor Zhivago ,1965,8,111722000
Black and White,Dodgeball: A True Underdog Story ,2004,6.7,228648144
Color,Dogma ,1999,7.4,30651422
Color,Dogtooth ,2009,7.3,110197
Black and White,Dogtown and Z-Boys ,2001,7.7,1293295
Color,Dolphin Tale 2 ,2014,6.4,42019483
Color,Dolphin Tale ,2011,6.9,72279690
Color,Dolphins and Whales 3D: Tribes of the Ocean ,2008,6.5,7518876
Color,Dom Hemingway ,2013,6.2,518134
Color,Domestic Disturbance ,2001,5.5,45207112
Color,Domino ,2005,6,10137232
Color,Don Jon ,2013,6.6,24475193
Color,Don Juan DeMarco ,1994,6.8,22200000
Color,Don McKay ,2009,5.9,
Color,Donkey Punch ,2008,5.2,18378
Color,Donnie Brasco ,1997,7.8,41954997
Color,Donnie Darko ,2001,8.1,727883
Color,Donovan's Reef ,1963,6.9,
Color,Don't Be Afraid of the Dark ,2010,5.6,24042490
Color,Don't Say a Word ,2001,6.3,54997476
Color,Doogal ,2006,2.8,7382993
Color,Doom ,2005,5.2,28031250
Color,Doomsday ,2008,6,10955425
Color,Dope ,2015,7.3,17474107
Color,Double Impact ,1991,5.5,30102717
Color,Double Jeopardy ,1999,6.4,116735231
Color,Double Take ,2001,5.3,20218
Color,Doubt ,2008,7.5,33422556
Color,Doug's 1st Movie ,1999,5,19421271
Color,Down and Out with the Dolls ,2001,6.1,58936
Color,Down for Life ,2009,7.3,
Color,Down in the Valley ,2005,6.5,568695
Color,Down Terrace ,2009,6.5,9609
Color,Down to Earth ,2001,5.4,64172251
Color,Down to You ,2000,4.9,20035310
Color,Downfall ,2004,8.3,5501940
Color,Dr. Dolittle 2 ,2001,4.6,112950721
Color,Dr. No ,1962,7.3,16067035
Black and White,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,1964,8.5,
Color,Dracula 2000 ,2000,4.9,33000377
Color,Dracula Untold ,2014,6.3,55942830
Black and White,Dracula: Pages from a Virgin's Diary ,2002,7,39659
Color,Draft Day ,2014,6.8,28831145
Color,Drag Me to Hell ,2009,6.6,42057340
Color,Dragon Blade ,2015,6.1,72413
Color,Dragon Hunters ,2008,6.6,
Color,Dragon Nest: Warriors' Dawn ,2014,6.4,
