Title,Facenumber,Score,Cast_Likes,Gross
Final Destination 2 ,0,6.2,3172,46455802
River's Edge ,2,7.1,19649,4600000
Risen ,2,6.3,389,36874745
Rise of the Guardians ,0,7.3,20645,103400692
Confidence ,3,6.7,1172,12212417
O ,2,6.2,6600,32034806
Boys and Girls ,3,5.3,3451,20627372
Rio ,0,7,12071,143618384
Celebrity ,0,6.3,943,5032496
Righteous Kill ,2,6,38809,40076438
Riding Giants ,1,7.9,179,2276368
"As Above, So Below ",0,6.1,1410,21197315
Ride with the Devil ,0,6.8,5,630779
Ride Along ,1,6.2,2394,134141530
Fascination ,0,3.3,1789,16066
Ri¢hie Ri¢h ,1,5.2,4634,38087756
Revolutionary Road ,0,7.3,53895,22877808
Birth ,1,6.1,2295,5005883
Return to the Blue Lagoon ,1,5.1,14281,2807854
Return to Me ,1,6.9,3946,32662299
Gamer ,1,5.8,29926,20488579
Resident Evil: Retribution ,0,5.4,17913,42345531
Machete ,1,6.7,26233,26589953
Resident Evil: Extinction ,1,6.3,16225,50648679
Resident Evil ,0,6.7,17902,39532308
Marilyn Hotchkiss' Ballroom Dancing and Charm School ,0,7.1,1967,333658
Reservoir Dogs ,0,8.4,28994,2812029
Rescue Dawn ,0,7.3,24270,5484375
Requiem for a Dream ,0,8.4,2235,3609278
Repo! The Genetic Opera ,1,6.7,4168,140244
Osmosis Jones ,0,6.2,3734,13596911
Krampus ,0,6.2,4567,42592530
Repo Men ,0,6.3,2925,13763130
Rent ,1,7,5917,29077547
Prom Night ,0,3.9,4867,43818159
Chain Reaction ,1,5.6,31014,20550712
Remember the Titans ,1,7.8,54877,115648585
Religulous ,1,7.7,338,12995673
Reindeer Games ,0,5.7,10838,23360779
Factory Girl ,0,6.4,6526,1654367
Redemption Road ,4,5.9,3586,27012
How to Lose a Guy in 10 Days ,2,6.4,14087,105807520
Play It to the Bone ,0,5.4,1523,8427204
Miracle ,0,7.5,1845,64371181
Redbelt ,0,6.8,2158,2344847
Red Tails ,0,5.9,4416,49875589
My Lucky Star ,2,5.1,219,50000
My Big Fat Greek Wedding ,3,6.6,1495,241437427
Red Riding Hood ,2,5.4,15369,37652565
Inside Out ,1,8.3,2944,356454367
Red Planet ,1,5.7,2,17473245
Disclosure ,0,6,3888,83000000
My Bloody Valentine ,0,5.5,14159,51527787
Red Dragon ,0,7.2,35867,92930005
RED 2 ,7,6.7,25220,53215979
RED ,4,7.1,24928,90356857
Recess: School's Out ,0,6.5,2197,36696761
Logan's Run ,1,6.8,2951,25000000
Real Steel ,1,7.1,22254,85463309
Beverly Hills Cop II ,1,6.4,4121,153665036
Ready to Rumble ,1,5.3,4971,12372410
Hostage ,0,6.6,103354,34636443
Ray ,0,7.7,5074,75305995
Ravenous ,0,7.1,2543,2060953
Random Hearts ,1,5.1,16710,31054924
Ratatouille ,0,8,4764,206435493
Rapa Nui ,1,6.4,1592,305070
Observe and Report ,1,5.8,727,23993605
Ransom ,1,6.6,3667,136448821
Rango ,0,7.2,43291,123207194
Need for Speed ,1,6.5,7081,43568507
Bamboozled ,0,6.5,4266,2185266
Ramona and Beezus ,2,6.7,1002,26161406
Raising Helen ,1,6,2052,37486138
Raising Cain ,0,6,1852,21370057
Legion ,0,5.2,3889,40168080
Raise Your Voice ,0,5.9,4676,10411980
Raiders of the Lost Ark ,1,8.5,12906,242374454
Raging Bull ,1,8.3,23008,45250
Radio Flyer ,3,6.9,4334,4651977
Race ,0,7.1,2410,19097994
Monster's Ball ,1,7.1,13707,31252964
Rabbit-Proof Fence ,1,7.5,312,6165429
How to Be Single ,4,6.1,4882,46813366
R.I.P.D. ,2,5.6,31549,33592415
Quills ,1,7.4,14726,7060876
Incident at Loch Ness ,0,6.6,256,36830
Queen of the Damned ,2,5.2,3001,30307804
Quartet ,4,6.8,1114,18381787
Quarantine ,0,6,140268,31691811
Quantum of Solace ,1,6.7,2023,168368427
Puss in Boots ,0,6.7,5046,149234747
Ace Ventura: When Nature Calls ,0,6.3,2203,108360000
Chicken Little ,0,5.8,2252,135381507
Pushing Tin ,3,6,13093,8406264
I Love Your Work ,2,5.4,2564,2580
Pulse ,0,4.7,19952,20259297
Promised Land ,1,6.6,14544,7556708
Prometheus ,0,7,24098,126464904
Prisoners ,2,8.1,37321,60962878
Princess Kaiulani ,3,6.2,1426,883887
Primary Colors ,0,6.7,1409,38966057
Driving Lessons ,0,6.8,11703,238774
Pride and Glory ,0,6.7,5101,15709385
Pretty Woman ,2,6.9,11135,178406268
Premonition ,0,5.9,1825,47852604
Premium Rush ,0,6.5,24669,20275446
Prefontaine ,2,6.8,1610,532190
Crossover ,6,2.1,2000,7009668
Predator ,1,7.8,4223,59735548
Precious ,0,7.3,6553,95073918
Freedom Writers ,1,7.5,3994,36581633
Poseidon ,0,5.6,92456,60655503
Poolhall Junkies ,4,7,3130,562059
Drillbit Taylor ,1,5.7,3239,32853640
Pooh's Heffalump Movie ,0,6.4,861,18081626
One Hour Photo ,0,6.8,52138,31597131
Ponyo ,0,7.7,13,15081783
Paul Blart: Mall Cop ,1,5.2,2954,20819129
Pollock ,0,7,1517,8596914
Christmas with the Kranks ,1,5.2,6729,73701902
Event Horizon ,0,6.7,2525,26616590
Point Break ,1,5.3,7924,57544444
Playing for Keeps ,5,5.7,23122,13101142
Platoon ,0,8.1,42028,137963328
Alice in Wonderland ,0,6.5,159914,668370412
Planet 51 ,1,6.1,22668,42194060
Pitch Perfect 2 ,8,6.5,13159,183436380
Monsoon Wedding ,0,7.4,809,13876974
Pitch Perfect ,4,7.2,12676,64998368
Antwone Fisher ,0,7.3,20456,21078145
Pirates of the Caribbean: At World's End ,0,7.1,48350,309404152
Pieces of April ,3,7.1,3010,2360184
Pi ,0,7.5,2065,3216970
Phone Booth ,0,7.1,2562,46563158
Phat Girlz ,0,3,2321,7059537
From Russia with Love ,0,7.5,1456,24800000
Mission: Impossible - Rogue Nation ,0,7.4,21840,195000874
Perrier's Bounty ,8,6.4,2728,828
Percy Jackson & the Olympians: The Lightning Thief ,0,5.9,14024,88761720
Alvin and the Chipmunks ,0,5.2,2847,217326336
People I Know ,3,5.5,15612,121972
Penguins of Madagascar ,0,6.7,19963,83348920
Peggy Sue Got Married ,0,6.3,14672,41382841
Pearl Harbor ,0,6.1,5401,198539855
Dragon Wars: D-War ,0,3.6,3274,10956379
Paycheck ,0,6.3,3637,53789313
Just My Luck ,3,5.3,3211,17324744
Pay It Forward ,2,7.2,23920,33508922
Gods of Egypt ,4,5.5,19769,31141074
Paul ,0,7,390,37371385
Final Destination 5 ,0,5.9,3074,42575718
Pathology ,0,6,3185,108662
Baby Boy ,2,6.4,3107,28734552
Patch Adams ,1,6.7,74382,135014968
A Walk on the Moon ,1,6.6,10368,4741987
Party Monster ,1,6.3,5185,296665
Parker ,0,6.2,28479,17609982
Censored Voices ,0,7.2,3,34151
Fateless ,0,7.1,11,195888
Paranormal Activity: The Marked Ones ,0,5,2161,32453345
Out of the Blue ,0,7.2,620,728
Days of Thunder ,0,5.9,14006,82670733
Draft Day ,1,6.8,3757,28831145
Paranormal Activity 4 ,0,4.6,799,53884821
Oscar and Lucinda ,2,6.7,2004,1508689
Paranormal Activity 2 ,0,5.7,1081,84749884
Paper Towns ,2,6.4,2753,31990064
Panic Room ,0,6.8,18141,95308367
Cry Freedom ,0,7.5,18855,5899797
Pandorum ,0,6.8,14127,10326062
Pale Rider ,0,7.3,17209,41400000
Pain & Gain ,4,6.5,13573,49874933
Pacific Rim ,0,7,19166,101785482
Paa ,0,7.2,1045,199228
Maleficent ,2,7,15516,241407328
Outbreak ,3,6.6,30383,67823573
Joy ,3,6.6,75793,56443482
Out of Time ,3,6.5,19739,40905277
Out of Sight ,1,7,3768,37339525
Out Cold ,0,6.3,4291,13903262
Next Friday ,1,6.1,3939,57176582
Hocus Pocus ,0,6.7,1275,39514713
Our Family Wedding ,2,4.9,3299,20246959
Our Brand Is Crisis ,2,6.1,3944,6998324
Orphan ,1,7,88953,41573740
Orgazmo ,0,6.2,904,582024
Money Monster ,1,6.7,10894,41008532
Open Water ,1,5.7,67,30500882
Open Season ,1,6.2,6081,84303558
Opal Dream ,0,6.6,299,13751
Only the Strong ,1,6.7,382,3273588
Only God Forgives ,1,5.7,34779,778565
Ong-bak 2 ,0,6.2,134,102055
One Night with the King ,0,6.3,908,13391174
One Man's Hero ,2,6.2,2705,229311
One for the Money ,1,5.3,3301,26404753
One Flew Over the Cuckoo's Nest ,0,8.7,2176,112000000
Once ,0,7.9,332,9437933
Madadayo ,0,7.5,30,48856
On the Waterfront ,2,8.2,11094,9600000
Dangerous Liaisons ,2,7.7,71002,69400000
On the Line ,2,4.1,2446,4356743
Olympus Has Fallen ,3,6.5,31782,98895417
Oliver! ,1,7.5,1593,16800000
A Nightmare on Elm Street 3: Dream Warriors ,0,6.6,1584,44793200
Old School ,4,7.2,10325,74608545
Men in Black ,0,7.3,12998,250147615
Old Joy ,2,6.7,132,255352
Bright Star ,0,7,3279,4440055
Metallica Through the Never ,0,7.2,1083,3419967
Of Horses and Men ,0,6.9,81,11835
Octopussy ,0,6.6,1898,67900000
October Baby ,1,6.8,1147,5355847
Oceans ,0,7.8,152,19406406
From Justin to Kelly ,2,2.1,1445,4922166
Ocean's Eleven ,4,7.8,13028,183405771
Oblivion ,0,7,22004,89021735
Nowhere Boy ,1,7.2,2032,1445366
Bottle Rocket ,0,7.1,648,1040879
Novocaine ,3,5.8,489,2025238
Ira & Abby ,3,6.5,3574,220234
King Kong ,0,7.2,21367,654153780
Midnight Special ,0,6.7,5671,3707794
Not Easily Broken ,1,6.1,2269,10572742
Not Cool ,4,5.1,954,35688
Not Another Teen Movie ,0,5.7,15369,37882551
Northfork ,0,6.4,2389,1420578
North Country ,4,7.3,20563,18324242
Alone with Her ,0,6.1,509,10018
Non-Stop ,0,7,16967,91439400
Epic ,2,6.7,14552,107515297
Evan Almighty ,0,5.4,108016,100289690
Noah ,2,5.8,32355,101160529
Basic Instinct 2 ,1,4.2,1899,5851188
Doctor Dolittle ,0,5.3,4166,144156464
No Good Deed ,2,5.6,2297,52543632
No Country for Old Men ,0,8.1,4738,74273505
Nixon ,0,7.1,21130,13560960
Bulworth ,1,6.8,1023,26525834
Nine Queens ,0,7.9,856,1221261
Nim's Island ,3,6,18178,48006503
Click ,1,6.4,12700,137340146
Night Watch ,0,6.5,206,1487477
Night at the Museum: Secret of the Tomb ,7,6.2,53587,113733726
Atlas Shrugged II: The Strike ,0,5.5,5262,3333823
Finding Forrester ,1,7.3,1801,51768623
For Greater Glory: The True Story of Cristiada ,1,6.6,1807,5669081
Jackie Brown ,5,7.5,25522,39647595
Night at the Museum: Battle of the Smithsonian ,2,5.9,54039,177243721
Nick and Norah's Infinite Playlist ,2,6.7,2807,31487293
George of the Jungle ,0,5.4,4518,105263257
Next Stop Wonderland ,1,6.7,23461,3386698
Edtv ,0,6.1,15275,22362500
Next Day Air ,3,5.9,4815,10017041
New York Stories ,0,6.4,12685,10763469
New Year's Eve ,15,5.7,23456,54540525
New Nightmare ,0,6.4,1775,18090181
Nerve ,0,7.1,1780,28876924
Mission: Impossible - Ghost Protocol ,3,7.4,21768,209364921
Nebraska ,0,7.8,3798,17613460
10 Days in a Madhouse ,1,7.5,2059,14616
Dead Snow ,0,6.4,116,41709
Neal 'N' Nikki ,2,3.3,602,100358
Napoleon Dynamite ,0,6.9,3950,44540956
Goodfellas ,3,8.7,24783,46836394
Nanny McPhee Returns ,5,6.1,855,28995450
Nanny McPhee ,0,6.6,17278,47124400
Dumb & Dumber ,2,7.3,2985,127175354
Nancy Drew ,5,5.9,3327,25584685
Naked Gun 33 1/3: The Final Insult ,5,6.4,4767,51109400
Nacho Libre ,1,5.7,1729,80197993
Mean Machine ,1,6.5,29325,92191
My Week with Marilyn ,1,7,17204,14597405
Coraline ,1,7.7,647,75280058
My Soul to Take ,2,4.8,5074,29274980
Excessive Force ,1,5.1,1139,1200000
My Name Is Khan ,2,8,8532,4018695
My Life Without Me ,1,7.6,2972,395592
Anomalisa ,0,7.3,1442,3442820
Dirty Work ,0,6.4,1805,9975684
My Girl ,1,6.8,5433,59847242
My Boss's Daughter ,2,4.6,3007,15549702
My Blueberry Nights ,3,6.7,20364,866778
My Big Fat Greek Wedding 2 ,10,6.1,2259,59573085
My Best Friend's Wedding ,1,6.3,12344,126805112
Fair Game ,2,6.8,10191,9528092
My Best Friend's Girl ,3,5.9,3301,19151864
Murderball ,1,7.8,15,1523883
Batman Begins ,0,8.3,59558,205343774
Murder by Numbers ,0,6.1,69211,63749738
Big Momma's House ,1,5.1,1790,117559438
Close Encounters of the Third Kind ,0,7.7,1591,128300000
Hot Rod ,5,6.7,2062,13920741
Muppets Most Wanted ,4,6.4,6089,51178893
Admission ,2,5.7,3004,18004225
Muppets from Space ,0,6.2,3243,16290976
Gentlemen Broncos ,7,6.1,34398,113155
Moonlight Mile ,3,6.7,16692,6830957
Munich ,0,7.6,2529,47379090
Antz ,0,6.6,25788,90646554
Much Ado About Nothing ,0,7.4,37645,22551000
Mrs. Winterbourne ,3,6.2,5023,10070000
Mrs Henderson Presents ,1,7.1,5637,11034436
Mr. Popper's Penguins ,1,6,2820,68218041
Morning Glory ,0,6.5,621,30993544
Mr. Peabody & Sherman ,2,6.9,5810,111505642
Mr. Bean's Holiday ,0,6.3,794,32553210
Corpse Bride ,1,7.4,60683,53337608
Mr. & Mrs. Smith ,2,6.5,22722,186336103
Beyond the Sea ,1,6.7,23689,6144806
Mr 3000 ,1,5.5,4462,21800302
Mozart's Sister ,2,6.4,53,706622
Moulin Rouge! ,1,7.6,2601,57386369
Motherhood ,1,4.7,3146,92900
Morvern Callar ,0,6.7,841,267194
Mortal Kombat: Annihilation ,0,3.7,2266,35927406
Mortal Kombat ,0,5.8,3816,70360285
De-Lovely ,7,6.6,729,13337299
Moonrise Kingdom ,2,7.8,27911,45507053
Freddy vs. Jason ,0,5.8,4692,82163317
Moon ,0,7.9,19404,5009677
Monty Python and the Holy Grail ,0,8.3,2158,1229197
"Monsters, Inc. ",0,8.1,15013,289907418
Cry_Wolf ,0,5.9,3155,10042266
Faithful ,3,5.9,1679,2104000
Hotel Transylvania ,2,7.1,37142,148313048
Monsters vs. Aliens ,2,6.5,2579,198332128
Monsters University ,0,7.3,14863,268488329
Idlewild ,4,6.2,3633,12549485
Monsters ,0,6.4,1118,237301
Hoodwinked! ,1,6.5,14385,51053787
Monster-in-Law ,0,5.5,6292,82931301
American Pie 2 ,0,6.4,7872,145096820
Mongol: The Rise of Genghis Khan ,0,7.3,653,5701643
27 Dresses ,1,6.1,2978,76806312
Money Talks ,2,6.1,2530,41067398
Mona Lisa Smile ,1,6.4,12850,63695760
Molière ,1,7.3,1651,634277
Mo' Better Blues ,1,6.5,19065,16153600
Mississippi Mermaid ,0,7.2,1694,26893
Miss Potter ,1,7,1518,2975649
Cloudy with a Chance of Meatballs 2 ,0,6.5,848,119793567
Gangster's Paradise: Jerusalema ,2,7.8,86,4958
Miss March ,2,5.1,1831,4542775
Mirrors ,0,6.2,3185,30691439
Mirrormask ,0,6.9,1215,864959
Minority Report ,0,7.7,12546,132014112
Minions ,0,6.4,13616,336029560
Million Dollar Arm ,0,7,6393,36447959
Mighty Joe Young ,0,5.6,10731,50628009
Midnight in the Garden of Good and Evil ,2,6.6,19689,25078937
Be Kind Rewind ,2,6.4,1778,11169531
Midnight in Paris ,1,7.7,1289,56816662
Micmacs ,4,7.2,1342,1260917
Mickey Blue Eyes ,1,5.8,2913,33864342
Michael Jordan to the Max ,0,7.5,13448,18642318
Michael Collins ,2,7.1,48482,11030963
Metropolitan ,1,7.5,173,2938208
Metropolis ,1,8.3,203,26435
Message in a Bottle ,0,6.1,19815,52799004
Mercy Streets ,1,5.6,1281,171988
Mercury Rising ,1,6.1,33073,65881014
Menace II Society ,2,7.5,3036,27900000
Men of Honor ,0,7.2,36069,48814909
Men in Black 3 ,1,6.8,12572,179020854
Dylan Dog: Dead of Night ,1,5.1,1577,1183354
Memoirs of an Invisible Man ,2,5.9,2125,14358033
Memoirs of a Geisha ,1,7.3,2380,57010853
Melancholia ,1,7.1,15835,3029870
Megiddo: The Omega Code 2 ,0,4.1,4221,5974653
Celeste & Jesse Forever ,2,6.7,1751,3094687
In the Company of Men ,0,7.3,254,2856622
Megamind ,3,7.3,46120,148337537
Harsh Times ,2,7,50313,3335839
Meet the Spartans ,0,2.7,3854,38232624
Meet the Parents ,2,7,24286,166225040
Meet the Fockers ,6,6.3,24938,279167575
Jersey Boys ,1,6.9,2281,47034272
Meet the Deedles ,2,3.9,24436,4308981
Meet Dave ,1,4.9,1865,11802056
Meek's Cutoff ,1,6.5,3427,977600
Mean Streets ,0,7.4,23737,32645
Mean Girls ,4,7,5032,86049418
Mean Creek ,0,7.3,2655,603943
"Me, Myself & Irene ",1,6.5,1711,90567722
Me and You and Everyone We Know ,0,7.4,1349,3885134
Easy Money ,1,6.7,857,188870
Me and Orson Welles ,3,6.8,1591,1186957
Abandon ,3,4.9,28987,10719367
May ,1,6.7,2489,145540
Maximum Risk ,1,5.4,1634,14095303
Max Keeble's Big Move ,0,5.3,4551,17292381
Max ,0,6.8,2851,42652003
Maurice ,1,7.8,1269,3130592
Match Point ,3,7.7,20391,23089926
Master and Commander: The Far Side of the World ,1,7.4,1205,93926386
Mary Reilly ,1,5.8,8349,5600000
13 Going on 30 ,1,6.1,6742,56044241
Mary Poppins ,2,7.8,2045,102300000
Marvin's Room ,2,6.7,63194,12782508
Martin Lawrence Live: Runteldat ,1,5.4,159,19184015
Get Over It ,1,5.8,22485,11560259
Martha Marcy May Marlene ,0,6.9,1263,2981638
Lakeview Terrace ,1,6.1,2382,39263506
Mars Needs Moms ,0,5.4,2652,21379315
Fifty Shades of Grey ,0,4.1,4585,166147885
Married Life ,4,6.3,141,1506998
Marmaduke ,0,4.2,20061,33643461
Marley & Me ,0,7.1,4811,143151473
Maria Full of Grace ,0,7.5,308,6517198
Margaret ,1,6.5,14638,46495
Marci X ,2,2.8,2467,1646664
March or Die ,1,6.3,2209,1000000
March of the Penguins ,0,7.6,11218,77413017
Mao's Last Dancer ,0,7.4,1598,4806750
Hidalgo ,1,6.7,36925,67286731
Maniac ,0,6.1,1233,12843
Man on Wire ,0,7.8,68,2957978
Man on the Moon ,1,7.4,209,34580635
Desert Blue ,3,6.2,3207,99147
Man on Fire ,2,7.7,20454,77862546
Man of the Year ,1,6.2,52571,37442180
Man of the House ,5,5.4,6171,19118247
Aliens ,1,8.4,4228,85200000
Big Eyes ,3,7,12418,14479776
Man of Steel ,0,7.2,20495,291021565
Malone ,4,5.6,1891,3060858
Bachelorette ,3,5.3,8353,418268
Good Will Hunting ,2,8.3,63710,138339411
Mallrats ,6,7.2,3254,2122561
Malibu's Most Wanted ,3,5.1,4435,34308901
Malcolm X ,0,7.7,20143,48169908
Major League ,3,7.2,3435,49797148
Magnolia ,1,8,1906,22450975
Captain America: The First Avenger ,0,6.9,19761,176636816
Maggie ,2,5.6,1885,131175
Madison ,0,6.5,3583,508867
Madea's Family Reunion ,4,5,5264,63231524
Madea Goes to Jail ,0,4.1,3699,90485233
Made of Honor ,2,5.8,4298,46012734
Made ,2,6.4,5245,5308707
Machine Gun Preacher ,1,6.8,19620,537580
Madagascar: Escape 2 Africa ,0,6.7,3285,179982968
Madagascar 3: Europe's Most Wanted ,0,6.9,2444,216366733
Madagascar ,0,6.9,1777,193136719
Mad Money ,3,5.8,2453,20668843
Are We There Yet? ,2,4.6,3558,82301521
Center Stage ,2,6.7,1201,17174870
Mad Max: Fury Road ,0,8.1,40025,153629485
Mad Max Beyond Thunderdome ,2,6.2,1529,36200000
Mad Max 2: The Road Warrior ,0,7.6,1396,9003011
Mad Hot Ballroom ,2,7.5,0,8044906
Gone Girl ,0,8.1,4348,167735396
Mad City ,2,6.2,2606,10556196
Extreme Measures ,0,6.1,24547,17305211
Machete Kills ,7,5.6,2848,7268659
MacGruber ,3,5.5,2618,8460995
Luminarias ,1,3.6,2289,428535
Lucy ,0,6.4,32325,126546825
Lucky You ,1,5.9,26334,5755286
Lucky Numbers ,1,5,3580,10014234
Lucky Break ,0,6.2,2440,54606
Fantasia ,0,7.8,16,76400000
Lovely & Amazing ,3,6.9,1330,4186931
Love the Coopers ,13,5.7,10691,26284475
Love Stinks ,3,5.8,2662,2800000
Love Ranch ,9,5.7,3204,134904
Deuce Bigalow: European Gigolo ,0,4.6,1729,22264487
Love Jones ,0,7.4,3871,12514138
Love in the Time of Cholera ,0,6.4,538,4584886
Love Happens ,0,5.6,4947,22927390
Love and Other Catastrophes ,1,6.4,1661,212285
Love and Death on Long Island ,1,7.1,938,2542264
Angela's Ashes ,1,7.3,1282,13038660
Love & Other Drugs ,0,6.7,31278,32357532
Arnolds Park ,4,5.6,85,23616
Love & Basketball ,0,7.2,5135,27441122
Lottery Ticket ,7,4.9,4797,24708699
Lost Souls ,2,4.8,1805,16779636
Lost in Translation ,0,7.8,32015,44566004
Lost in Space ,0,5.1,12186,69102910
Lords of Dogtown ,0,7.1,16651,11008432
Looper ,0,7.4,37387,66468315
Dolphin Tale ,5,6.9,14209,72279690
Looney Tunes: Back in Action ,4,5.7,5593,20950820
Lonesome Jim ,0,6.6,1440,154077
Lone Wolf McQuade ,0,6.3,2383,12200000
Lone Survivor ,0,7.6,1261,125069696
Lockout ,2,6.1,1414,14291570
Locker 13 ,3,4.8,2048,2468
Insidious ,1,6.8,3030,53991137
"Lock, Stock and Two Smoking Barrels ",1,8.2,28294,3650677
House of Wax ,0,5.3,4338,64097618
Live Free or Die Hard ,1,7.2,13961,134520804
Dream House ,0,6,8018,21283440
Littleman ,1,4.3,6334,58255287
Little White Lies ,6,7.1,890,183662
Little Voice ,4,7,2103,4595000
Jurassic World ,0,7,8458,652177271
Little Shop of Horrors ,2,6.9,15308,38747385
Little Fockers ,10,5.5,24082,148383780
Little Black Book ,1,5.2,4369,20422207
Back to the Future ,0,8.5,3230,210609762
Lisa Picard Is Famous ,1,5.7,3258,112521
Fireproof ,0,6.5,1164,33451479
Jaws 2 ,0,5.7,1520,102922376
Lincoln ,0,7.4,25517,182204440
Lilo & Stitch ,0,7.2,3112,145771527
Lights Out ,0,6.9,3344,56536016
Light It Up ,3,6,6485,5871603
Life or Something Like It ,2,5.8,12566,14448589
Life During Wartime ,1,6.5,5041,278821
Life as a House ,0,7.5,21622,15561627
Grosse Pointe Blank ,1,7.4,2044,28014536
License to Wed ,3,5.3,52566,43792641
Liar Liar ,1,6.8,2070,181395380
An Unfinished Life ,3,7,11519,8535575
Letters to Juliet ,1,6.5,1026,53021560
Black Christmas ,0,4.5,1611,16235293
Don't Say a Word ,0,6.3,3341,54997476
Home Fries ,2,5,2913,10443316
Letters to God ,0,6.3,1567,2848578
Lethal Weapon 4 ,2,6.6,6171,129734803
Lethal Weapon 3 ,2,6.7,1446,144731527
Let's Go to Prison ,0,6,1566,4613815
Let's Be Cops ,1,6.5,3627,82389560
Let Me In ,0,7.2,20258,12134420
Les visiteurs ,1,7,215,700000
Adaptation. ,0,7.7,25489,22245861
Les Misérables ,1,7.6,46204,148775460
Les couloirs du temps: Les visiteurs II ,0,6,182,146072
Legends of the Fall ,2,7.5,26388,66528842
A Bridge Too Far ,14,7.4,669,50800000
Legends of Oz: Dorothy's Return ,1,5.6,6946,8460990
Legally Blonde ,1,6.2,4380,95001351
Lee Daniels' The Butler ,0,7.2,20035,116631310
"Buen Día, Ramón ",0,7.7,824,100412
Leatherheads ,8,6,589,31199215
Gone in Sixty Seconds ,1,6.5,29069,101643008
Layer Cake ,1,7.4,29277,2338695
Lawrence of Arabia ,8,8.4,1076,6000000
Finding Neverland ,1,7.8,58823,51676606
Latter Days ,2,7.2,26017,819939
Last Action Hero ,1,6.2,2407,50016394
Fled ,1,5.3,6152,17100000
K-19: The Widowmaker ,1,6.7,15149,35168677
Lars and the Real Girl ,1,7.4,34351,5949693
Larry the Cable Guy: Health Inspector ,2,3.1,2135,15655665
Larry Crowne ,0,6.1,16827,35565975
Lara Croft Tomb Raider: The Cradle of Life ,1,5.5,33154,65653758
Land of the Lost ,1,5.4,10552,49392095
Land of the Dead ,8,6.2,1876,20433940
Ice Age: The Meltdown ,0,6.9,1815,195329763
Lake Placid ,0,5.6,3313,31768374
Lake of Fire ,0,8.3,105,23807
Lady in the Water ,1,5.6,5609,42272747
Bram Stoker's Dracula ,0,7.5,42220,82522790
Ladder 49 ,2,6.5,4496,74540762
La otra conquista ,0,6.8,222,886410
La Bamba ,1,6.8,936,54215416
L.A. Confidential ,2,8.3,19129,64604977
Kung Pow: Enter the Fist ,1,6.2,361,16033556
Kung Fu Panda 2 ,0,7.3,21015,165230261
Kung Fu Panda ,0,7.6,12754,215395021
Kung Fu Hustle ,1,7.8,537,17104669
Kundun ,0,7,4,5532301
Fabled ,0,5.8,312,25918
Knowing ,0,6.2,13421,79948113
Holy Man ,1,4.9,2367,12065985
Knockaround Guys ,1,6.1,15644,11632420
A Beautiful Mind ,0,8.2,2827,170708996
An Everlasting Piece ,4,6.3,1403,75078
Knock Off ,0,4.8,1352,10076136
Kiss of the Dragon ,1,6.6,7945,36833473
Knight and Day ,0,6.3,12731,76418654
Go for It! ,0,3.9,1668,178739
Kites ,0,6,1836,1602466
Kissing Jessica Stein ,1,6.7,1173,7022940
Kiss the Girls ,1,6.6,14322,60491560
Kiss of Death ,3,5.9,14008,14942422
Kiss Kiss Bang Bang ,2,7.6,23932,4235837
Kinsey ,0,7.1,17490,10214647
Kingpin ,2,6.9,16937,24944213
Kingdom of the Spiders ,0,5.9,516,17000000
Kindergarten Cop ,4,6,2403,91457688
Disturbia ,0,6.9,4575,160100342
Gangs of New York ,3,7.5,47657,77679638
Killing Zoe ,0,6.5,1582,418953
Killers ,2,5.4,25206,47000485
Ida ,1,7.4,205,3826455
Killer Joe ,0,6.7,11853,1987762
Killer Elite ,2,6.5,49608,25093607
Kill the Messenger ,1,7,12897,2445646
Kill List ,0,6.3,1269,26297
Alvin and the Chipmunks: The Squeakquel ,0,4.5,5227,219613391
Kids ,1,7,3310,7417210
Kick-Ass 2 ,0,6.6,19168,28751715
Kick-Ass ,1,7.7,2357,48043505
Keeping Up with the Steins ,0,5.4,5900,4328294
Doom ,0,5.2,13517,28031250
Katy Perry: Part of Me ,0,5.9,52,25240988
Kate & Leopold ,1,6.4,22209,47095453
In the Valley of Elah ,2,7.2,24248,6777589
Kansas City ,2,6.3,14579,1292527
Kangaroo Jack ,0,4.4,1233,66734992
Big Miracle ,3,6.5,1702,20113965
Kama Sutra: A Tale of Love ,0,6,1292,4109095
A Haunted House 2 ,2,4.7,4073,17314483
K-PAX ,1,7.4,33615,50173190
Juwanna Mann ,3,4.5,3104,13571817
Justin Bieber: Never Say Never ,1,1.6,714,73000942
Just Visiting ,3,5.8,1149,4777007
Ghostbusters ,4,5.5,4194,236199318
Just Married ,2,5.4,2020,56127162
Just Like Heaven ,1,6.7,2876,48291624
Just Go with It ,1,6.4,16325,103028109
Jurassic Park III ,0,5.9,2574,181166115
Jupiter Ascending ,1,5.4,47334,47375327
Juno ,0,7.5,57634,286985680
Jumper ,0,6.1,21863,80170146
Joyful Noise ,4,5.7,3389,30920167
Joyeux Noel ,0,7.8,773,1050445
Joy Ride ,2,6.6,23242,21973182
Journey to the Center of the Earth ,0,5.8,17925,101702060
Journey from the Fall ,2,7.4,83,638951
Journey 2: The Mysterious Island ,3,5.8,27842,103812241
Johnny English Reborn ,1,6.3,661,8129455
Johnny English ,1,6.1,1461,27972410
John Q ,1,7,20970,71026631
About Last Night ,4,6.1,2800,48637684
Disaster Movie ,0,1.9,2857,14174654
John Carter ,1,6.6,1873,73058679
